order_id	customer_id	customer_name	product	category	quantity	price	order_date	region	payment_method	cost	revenue	profit
O0489	C132	Nisha	Hoodie	Fashion	5	2200	2025-05-17	Bengaluru	Credit Card	1400	11000	4000
O0490	C033	Ravi	Mixer Grinder	Home & Kitchen	1	3500	2025-05-22	Hyderabad	Credit Card	2300	3500	1200
O0491	C101	Priya	Keyboard	Electronics	3	1800	2025-05-07	Pondicherry	Credit Card	1100	5400	2100
O0492	C116	Pooja	Shoes	Fashion	4	3000	2025-07-12	Bengaluru	UPI	1900	12000	4400
O0493	C095	Suresh	Coffee Maker	Home & Kitchen	5	4500	2025-05-23	Pondicherry	Cash on Delivery	2900	22500	8000
O0494	C024	Divya	Backpack	Fashion	5	1500	2025-01-02	Pondicherry	Debit Card	900	7500	3000
O0495	C056	Pooja	Headphones	Electronics	5	2500	2025-07-23	Salem	Credit Card	1500	12500	5000
O0496	C073	Ravi	Bedsheet	Home & Kitchen	3	1200	2025-06-15	Trichy	Net Banking	700	3600	1500
O0497	C088	Meena	Keyboard	Electronics	5	1800	2025-09-06	Chennai	UPI	1100	9000	3500
O0498	C032	Nisha	Smart Watch	Electronics	4	5000	2025-01-09	Hyderabad	Cash on Delivery	3200	20000	7200
O0499	C052	Nisha	Cookware Set	Home & Kitchen	1	2800	2025-08-08	Hyderabad	Debit Card	1800	2800	1000
O0500	C093	Ravi	Mouse	Electronics	3	900	2025-02-17	Madurai	UPI	500	2700	1200
